Date,Open,High,Low,Close,Adj Close,Volume
3/29/21,121.650002,122.580002,120.730003,121.389999,120.672783,80819200
3/30/21,120.110001,120.400002,118.860001,119.900002,119.191589,85671900
3/31/21,121.650002,123.519997,121.150002,122.150002,121.428284,118323800
4/1/21,123.660004,124.18,122.489998,123,122.27327,75089100
4/5/21,123.870003,126.160004,123.07,125.900002,125.156136,88651200
4/6/21,126.5,127.129997,125.650002,126.209999,125.464302,80171300
4/7/21,125.830002,127.919998,125.139999,127.900002,127.144318,83466700
4/8/21,128.949997,130.389999,128.520004,130.360001,129.589798,88844600
4/9/21,129.800003,133.039993,129.470001,133,132.214172,106686700
4/12/21,132.520004,132.850006,130.630005,131.240005,130.4646,91420000
4/13/21,132.440002,134.660004,131.929993,134.429993,133.635727,91266500
4/14/21,134.940002,135,131.660004,132.029999,131.249908,87222800
4/15/21,133.820007,135,133.639999,134.5,133.705307,89347100
4/16/21,134.300003,134.669998,133.279999,134.160004,133.36734,84922400
4/19/21,133.509995,135.470001,133.339996,134.839996,134.04332,94264200
4/20/21,135.020004,135.529999,131.809998,133.110001,132.323532,94812300
4/21/21,132.360001,133.75,131.300003,133.5,132.711227,68847100
4/22/21,133.039993,134.149994,131.410004,131.940002,131.160461,84566500
4/23/21,132.160004,135.119995,132.160004,134.320007,133.526382,78657500
4/26/21,134.830002,135.059998,133.559998,134.720001,133.924026,66905100
4/27/21,135.009995,135.410004,134.110001,134.389999,133.595963,66015800
4/28/21,134.309998,135.020004,133.080002,133.580002,132.790756,107760100
4/29/21,136.470001,137.070007,132.449997,133.479996,132.691345,151101000
4/30/21,131.779999,133.559998,131.070007,131.460007,130.683289,109839500
5/3/21,132.039993,134.070007,131.830002,132.539993,131.756882,75135100
5/4/21,131.190002,131.490005,126.699997,127.849998,127.094612,137564700
5/5/21,129.199997,130.449997,127.970001,128.100006,127.34314,84000900
5/6/21,127.889999,129.75,127.129997,129.740005,128.97345,78128300
5/7/21,130.850006,131.259995,129.479996,130.210007,129.660538,78973300
5/10/21,129.410004,129.539993,126.809998,126.849998,126.314713,88071200
5/11/21,123.5,126.269997,122.769997,125.910004,125.378685,126142800
5/12/21,123.400002,124.639999,122.25,122.769997,122.25193,112172300
5/13/21,124.580002,126.150002,124.260002,124.970001,124.44265,105861300
5/14/21,126.25,127.889999,125.849998,127.449997,126.91217,81918000
5/17/21,126.82,126.93,125.169998,126.269997,125.737152,74244600
5/18/21,126.559998,126.989998,124.779999,124.849998,124.323151,63342900
5/19/21,123.160004,124.919998,122.860001,124.690002,124.163826,92612000
5/20/21,125.230003,127.720001,125.099998,127.309998,126.772774,76857100
5/21/21,127.82,128,125.209999,125.43,124.900703,79295400
5/24/21,126.010002,127.940002,125.940002,127.099998,126.56366,63092900
5/25/21,127.82,128.320007,126.32,126.900002,126.364502,72009500
5/26/21,126.959999,127.389999,126.419998,126.849998,126.314713,56575900
5/27/21,126.440002,127.639999,125.080002,125.279999,124.751335,94625600
5/28/21,125.57,125.800003,124.550003,124.610001,124.084167,71311100
6/1/21,125.080002,125.349998,123.940002,124.279999,123.755562,67637100
6/2/21,124.279999,125.239998,124.050003,125.059998,124.532265,59278900
6/3/21,124.68,124.849998,123.129997,123.540001,123.018684,76229200
6/4/21,124.07,126.160004,123.849998,125.889999,125.358765,75169300
6/7/21,126.169998,126.32,124.830002,125.900002,125.368721,71057600
6/8/21,126.599998,128.460007,126.209999,126.739998,126.205177,74403800
6/9/21,127.209999,127.75,126.519997,127.129997,126.593529,56877900
6/10/21,127.019997,128.190002,125.940002,126.110001,125.577835,71186400
6/11/21,126.529999,127.440002,126.099998,127.349998,126.812599,53522400
6/14/21,127.82,130.539993,127.07,130.479996,129.929382,96906500
6/15/21,129.940002,130.600006,129.389999,129.639999,129.092926,62746300
6/16/21,130.369995,130.889999,128.460007,130.149994,129.600784,91815000
6/17/21,129.800003,132.550003,129.649994,131.789993,131.233856,96721700
6/18/21,130.710007,131.509995,130.240005,130.460007,129.909485,108953300
6/21/21,130.300003,132.410004,129.210007,132.300003,131.741714,79663300
6/22/21,132.130005,134.080002,131.619995,133.979996,133.414612,74783600
6/23/21,133.770004,134.320007,133.229996,133.699997,133.135818,60214200
6/24/21,134.449997,134.639999,132.929993,133.410004,132.847031,68711000
6/25/21,133.460007,133.889999,132.809998,133.110001,132.548309,70783700
6/28/21,133.410004,135.25,133.350006,134.779999,134.211243,62111300
6/29/21,134.800003,136.490005,134.350006,136.330002,135.7547,64556100
6/30/21,136.169998,137.410004,135.869995,136.960007,136.382065,63261400
7/1/21,136.600006,137.330002,135.759995,137.270004,136.69075,52485800
